grammar_name_en,grammar_name_jp,meaning,how_to_use_html,example_1,example_2,source
dake ni,だけに,Learn Japanese grammar: (dake ni). Meaning: being the case; precisely because; as one would expect.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">だけに</td></tr><tr><td>Noun</td></tr><tr><td>な-adjective + な</td></tr><tr><td>い-adjective</td></tr></tbody></table>","Example #1駅が近いだけに家賃も高い。hintromajiEnglishえきがちかいだけにやちんもたかい。eki ga chikai dake ni yachin mo takai.The station is nearby, which is also why the rent is so high.","Example #2このホテルは５つ星ホテルなだけに、サービスが充実している。hintromajiEnglishこのホテルは５つぼしホテルなだけに、サービスがじゅうじつしている。kono hoteru wa itsutsu boshi hoteru na dake ni, saabisu ga juujitsu shite iru.As one would expect of a 5-star hotel, the service is perfect.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a0%e3%81%91%e3%81%ab-dake-ni-meaning/
dake no koto wa aru,だけのことはある,no wonder; as expected of; not ... for nothing; not ... with nothing to show for it,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a0%e3%81%91%e3%81%ae%e3%81%93%e3%81%a8%e3%81%af%e3%81%82%e3%82%8b-dake-no-koto-wa-aru-meaning/
dake wa,だけは,Learn Japanese grammar: (dake wa). Meaning: to do all that one can.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb<br/>(dictionary form)</td><td>だけは</td><td>Same verb<br/>(past form)</td></tr></tbody></table>",Example #1走れるだけは速く走った。hintromajiEnglishはしれるだけははやくはしった。hashireru dake wa hayaku hashitta.I ran as fast as my legs could carry me.,Example #2私はあなたを手伝えるだけは手伝ったよ。hintromajiEnglishわたしはあなたをてつだえるだけはてつだったよ。watashi wa anata o tetsudaeru dake wa tetsudatta yo.I did everything I could to help you.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a0%e3%81%91%e3%81%af-dake-wa-meaning/
datte,だって,Learn Japanese grammar: (datte). Meaning: because; but; after all; even; too. Be careful to not confuse this with .,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun + だって</td><td>even, too</td></tr><tr><td>だって + phrase</td><td>because, but</td></tr></tbody></table>",Example #1彼だって人間だ。hintromajiEnglishかれだってにんげんだ。kare datte ningen da.He is only human.,Example #2私だってあなたに会いたい。hintromajiEnglishわたしだってあなたにあいたい。watashi datte anata ni aitai.I miss you too.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a0%e3%81%a3%e3%81%a6-datte-meaning/
de shika nai,でしかない,merely; nothing but; no more than; there is only ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a7%e3%81%97%e3%81%8b%e3%81%aa%e3%81%84-de-shika-nai-meaning/
dokoro dewa nai,どころではない,not the time for; not the place for; far from; anything but ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a9%e3%81%93%e3%82%8d%e3%81%a7%e3%81%af%e3%81%aa%e3%81%84-dokoro-dewa-nai-meaning/
dokoro ka,どころか,Learn Japanese grammar: (dokoro ka). Meaning: far from; anything but; let alone; not to mention; much less ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual, non-past)</td><td rowspan=""4"">どころか</td></tr><tr><td>Noun</td></tr><tr><td>な-adjective + (な)</td></tr><tr><td>い-adjective</td></tr></tbody></table>","Example #1もっと勉強しないと、N2どころかN3も無理だ。hintromajiEnglishもっとべんきょうしないと、N2どころかN3もむりだ。motto benkyou shinaito, N2 dokoro ka N3 mo muri da.If you do not study more, you will not be able to pass N2, let alone N3.","Example #2そんな食べ物、健康になるどころか、病気になっちゃうよ。hintromajiEnglishそんなたべもの、けんこうになるどころか、びょうきになっちゃうよ。sonna tabemono, kenkou ni naru dokoro ka, byouki ni nacchau yo.That food isn't going to make you healthy, on the contrary it will make you sick.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a9%e3%81%93%e3%82%8d%e3%81%8b-dokoro-ka-meaning/
dou yara,どうやら,Learn Japanese grammar: (dou yara). Meaning: possibly; apparently; seems like; somehow; barely ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>どうやら</td><td>phrase</td></tr></tbody></table>","Example #1どうやら明日は雨になりそうだ。hintromajiEnglishどうやらあしたはあめになりそうだ。dou yara ashita wa ame ni nari sou da.Apparently, it's going to rain tomorrow.","Example #2どうやら、彼は知らないらしい。hintromajiEnglishどうやら、かれはしらないらしい。dou yara, kare wa shiranai rashii.It seems he doesn’t know.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a9%e3%81%86%e3%82%84%e3%82%89-dou-yara-meaning/
douse,どうせ,Learn Japanese grammar: (douse). Meaning: anyhow; in any case; at any rate; after all; no matter what.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>どうせ</td><td>phrase</td></tr></tbody></table>","Example #1どうせやるなら上手にやれ。hintromajiEnglishどうせやるならじょうずにやれ。douse yaru nara jouzu ni yare.If you're going to do it no matter what, do it well!",Example #2どうせ行くんでしょ。hintromajiEnglishどうせいくんでしょ。douse iku n desho.I daresay you are going to go no matter what.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a9%e3%81%86%e3%81%9b-douse-meaning/
enai,得ない（えない）,"Learn Japanese grammar: 【えない】(enai). Meaning: unable to; cannot; it is not possible to ~. To say the opposite, use .","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb <s>ます</s> (stem form)</td><td>得ない</td></tr></tbody></table>",Example #1あの人が結婚したって本当！？え～！あり得ないよ！hintromajiEnglishあのひとがけっこんしたってほんとう！？え～！ありえないよ！ano hito ga kekkon shitatte hontou! ? e~! ari enai yo!Is it true that he got married? No way! It's not possible!,Example #2あの真面目な彼が犯人？そんなことはあり得ない。hintromajiEnglishあのまじめなかれがはんにん？そんなことはありえない。ano majime na kare ga hannin? sonna koto wa ari enai.You think someone as earnest as him is the culprit? That's unbelievable..,https://jlptsensei.com/learn-japanese-grammar/%e5%be%97%e3%81%aa%e3%81%84-%e3%81%88%e3%81%aa%e3%81%84-enai-meaning/
eru / uru,得る（える / うる）,Learn Japanese grammar: 【える/うる】(eru/uru). Meaning: can; to be able to; is possible to ~. 得る can be read both as える (eru) and うる (uru)....,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb <s>ます</s> (stem form)</td><td>得る<br/>(える/うる)</td></tr></tbody></table>","Example #1君の話を信じるよ。だってこの世界ではどんなことでも起こり得るから。hintromajiEnglish君の話を信じるよ。だってこの世界ではどんなことでも起こり得るから。kimi no hanashi o shinjiru yo. datte kono sekaide wa donna koto demo okori eru kara.I believe in your story. I mean, anything is possible in this world.","Example #2事故はいつでも起こり得るので、気をつけてください。hintromajiEnglish事故はいつでも起こり得るので、気をつけてください。jiko wa itsu demo okori eru node, ki o tsukete kudasai.Accidents can happen at any time, so please be careful!",https://jlptsensei.com/learn-japanese-grammar/%e5%be%97%e3%82%8b-%e3%81%88%e3%82%8b-%e3%81%86%e3%82%8b-eru-uru-meaning/
futatabi,再び（ふたたび）,Learn Japanese grammar: 【ふたたび】(futatabi). Meaning: again; once more.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>再び<br/>ふたたび</td><td>phrase</td></tr></tbody></table>",Example #1来週の月曜日からレッスンを再び開始したいですか？hintromajiEnglishらいしゅうのげつようびからレッスンをふたたびかいししたいですか？raishuu no getsuyoubi kara ressun o futatabi kaishi shitai desu ka?Would you like to restart your lessons from next Monday?,Example #2今年の旅行は楽しかった。来年の冬再びここに来たい。hintromajiEnglishことしのりょこうはたのしかった。らいねんのふゆふたたびここにきたい。kotoshi no ryokou wa tanoshikatta. rainen no fuyu futatabi koko ni kitai.This year's trip was fun. I want to come here again next winter.,https://jlptsensei.com/learn-japanese-grammar/%e5%86%8d%e3%81%b3-%e3%81%b5%e3%81%9f%e3%81%9f%e3%81%b3-futatabi-meaning/
fuu ni,ふうに,"Learn Japanese grammar: 【 ふうに 】(fuu ni). Meaning: this way; that way; in such a way; how. The hiragana version is more common, but the...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>どんな<br/>あんな<br/>こんな<br/>どういう</td><td rowspan=""2"">ふうに + Verb</td></tr><tr><td>Verb (casual)</td></tr></tbody></table>",Example #1こんなふうにやりなさい。hintromajiEnglishこんなふうにやりなさい。konna fuu ni yarinasai.Please do it like this.,Example #2私もあんなふうになりたいです。hintromajiEnglishわたしもあんなふうになりたいです。watashi mo anna fuu ni naritai desu.I also want to become that way.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%b5%e3%81%86%e3%81%ab-fuu-ni-meaning/
ga kikkake de / o kikkake ni,がきっかけで / をきっかけに,Learn Japanese grammar: (o kikkake ni). Meaning: with… as a start; as a result of; taking advantage of ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (た form) + の/こと</td><td rowspan=""2"">がきっかけで<br/>をきっかけに</td></tr><tr><td>Noun</td></tr></tbody></table>",Example #1彼女は病気をきっかけにそのつまらない仕事を辞めた。hintromajiEnglishかのじょはびょうきをきっかけにそのつまらないしごとをやめた。kanojo wa byouki o kikkake ni sono tsumaranai shigoto o yameta.She used her illness to quit that boring job.,"Example #2昨年の事故をきっかけとして、安全対策が強化された。hintromajiEnglishさくねんのじこをきっかけとして、あんぜんたいさくがきょうかされた。sakunen no jiko o kikkake toshite, anzentaisaku ga kyouka sareta.As a result of last year's accident, safety measures have been strengthened.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%8c%e3%81%8d%e3%81%a3%e3%81%8b%e3%81%91%e3%81%a7-ga-kikkake-de-%e3%82%92%e3%81%8d%e3%81%a3%e3%81%8b%e3%81%91%e3%81%ab-o-kikkake-ni-meaning/
ge,げ,Learn Japanese grammar: 気 【】(ge) / げに (ge ni) / げな (ge na). Meaning: looks like; seems like; appears to ~. This is used it...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>な-adjective <s>な</s></td><td rowspan=""5"">げ</td></tr><tr><td>い-adjective + <s>い</s><br/>Irregular: いい/よい =&gt; よさ</td></tr><tr><td>Verb <s>ます</s> (stem form)</td></tr><tr><td>Verb た<s>い</s> (tai form)</td></tr><tr><td>Noun (very limited)</td></tr></tbody></table>","Example #1何か、言いたげだね。hintromajiEnglishなにか、いいたげだね。nanika, iita ge da ne.They look like they want to say something.",Example #2あの人は寂しげな目をしている。hintromajiEnglishあのひとはさびしげなめをしている。ano hito wa sabishige na me o shiteiru.That person has a lonely look in their eyes,https://jlptsensei.com/learn-japanese-grammar/%e3%81%92-ge-meaning/
gyaku ni,逆に（ぎゃくに）,Learn Japanese grammar: 【ぎゃくに】(gyaku ni). Meaning: conversely; on the contrary ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>逆に</td><td>phrase</td></tr></tbody></table>","Example #1娘はスポーツが好きだが、逆に息子はスポーツが嫌いだ。hintromajiEnglish娘はスポーツが好きだが、逆に息子はスポーツが嫌いだ。musume wa supootsu ga suki da ga, gyaku ni musuko wa supootsu ga kirai da.My daughter likes sports, but on the other hand my son hates them.","Example #2天気予報と逆に、雨が降り続いている。hintromajiEnglishてんきよほうとぎゃくに、あめがふりつづいている。tenki yohou to gyaku ni, ame ga furitsuzuite iru.It’s been raining nonstop in contrast to the weather forecast.",https://jlptsensei.com/learn-japanese-grammar/%e9%80%86%e3%81%ab-gyaku-ni-meaning/
hanmen,反面（はんめん）,"Learn Japanese grammar: 【はんめん】(hanmen). Meaning: while, although; on the other hand~.","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual, non-past)</td><td rowspan=""4"">反面</td></tr><tr><td>Noun + である</td></tr><tr><td>な-adjective + な/である</td></tr><tr><td>い-adjective</td></tr><tr><td colspan=""2"">Phrase 1 + その反面 + Phrase 2</td></tr></tbody></table>","Example #1この部屋は日当たりがいい反面、夏はかなり暑いです。hintromajiEnglishこのへやはひあたりがいいはんめん、なつはかなりあついです。kono heya wa hiatari ga ii hanmen, natsu wa kanari atsui desu.This room has great light exposure, but on the other hand it is very hot in the summer.","Example #2子供の成長は嬉しい反面、どこか寂しい。hintromajiEnglishこどものせいちょうはうれしいはんめん、どこかさびしい。kodomo no seichou wa ureshii hanmen, dokoka sabishii.I'm happy to see my children grow, but on the other hand I am a little bit sad.",https://jlptsensei.com/learn-japanese-grammar/%e5%8f%8d%e9%9d%a2-%e3%81%af%e3%82%93%e3%82%81%e3%82%93-hanmen-meaning/
hatashite,果たして（はたして）,Learn Japanese grammar: 【はたして】(hatashite). Meaning: as was expected; sure enough; really; actually ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>果たして</td><td>phrase</td></tr></tbody></table>",Example #1果たしてそうだろうか。hintromajiEnglishはたしてそうだろうか。hatashite sou darou ka.Can it really be so?,Example #2果たして本当に足音が聞こえたのかどうかはわからない。hintromajiEnglishはたしてほんとうにあしおとがきこえたのかどうかはわからない。hatashite hontou ni ashioto ga kikoeta no ka dou ka wa wakaranai.I don’t know for sure if I really heard the footsteps or not.,https://jlptsensei.com/learn-japanese-grammar/%e6%9e%9c%e3%81%9f%e3%81%97%e3%81%a6-%e3%81%af%e3%81%9f%e3%81%97%e3%81%a6-hatashite-meaning/
ichiou,一応（いちおう）,Learn Japanese grammar: 【いちおう】(ichiou). Meaning: more or less; pretty much; roughly; tentatively ~. This is often used to sound more humble when expressing you can...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>一応</td><td>phrase</td></tr></tbody></table>",Example #1一応やりました。hintromajiEnglishいちおうやりました。ichiou yarimashita.I did it (but it may still need some work).,"Example #2一応やってみます。hintromajiEnglishいちおうやってみる。ichiou yatte miru.(I may not be able to do it well, but) I will give it a shot.",https://jlptsensei.com/learn-japanese-grammar/%e4%b8%80%e5%bf%9c-ichiou-meaning/
igai,以外（いがい）,Learn Japanese grammar: 【いがい】(igai). Meaning: with the exception of; excepting ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>以外 + (の、は、に）</td></tr></tbody></table>","Example #1食事以外には何ができる？hintromajiEnglishしょくじいがいにはなにができる？shokuji igai ni wa nani ga dekiru?Apart from eating, what else can we do?",Example #2彼女以外誰もいない。hintromajiEnglishかのじょいがいだれもいない。kanojo igai dare mo inai.There's no one else but her.,https://jlptsensei.com/learn-japanese-grammar/%e4%bb%a5%e5%a4%96%e3%81%ae-igai-no-meaning/
ijou ni,以上に（いじょうに）,Learn Japanese grammar: 【いじょうに】(ijou ni). Meaning: more than; not less than; beyond ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""3"">以上に</td></tr><tr><td>Noun</td></tr><tr><td>な-adjective</td></tr><tr><td>以上の</td><td>Noun</td></tr></tbody></table>",Example #1今まで以上に仕事を頑張ります。hintromajiEnglishいままでいじょうにしごとをがんばります。ima made ijou ni shigoto o ganbarimasu.I will work even harder at work than I have until now.,Example #2必要以上にたくさんのお金を使わないでください。hintromajiEnglishひつよういじょうにたくさんのおかねをつかわないでください。hitsuyou ijou ni takusan no okane o tsukawanaide kudasai.Please don’t use more money than you need.,https://jlptsensei.com/learn-japanese-grammar/%e4%bb%a5%e4%b8%8a%e3%81%ab-%e3%81%84%e3%81%98%e3%82%87%e3%81%86%e3%81%ab-ijou-ni-meaning/
ijou wa,以上は（いじょうは）,Learn Japanese grammar: 【いじょうは】(ijou wa). Meaning: because; since; seeing that ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""3"">以上（は）</td></tr><tr><td>Noun + である</td></tr><tr><td>な-adjective + である</td></tr></tbody></table>","Example #1約束した以上、きちんと守ってくださいね。hintromajiEnglishやくそくしたいじょう、きちんとまもってくださいね。yakusoku shita ijou, kichinto mamotte kudasai ne.You've made a promise, so be sure to keep it!","Example #2学生である以上、アルバイトではなく勉強が大事ですよ。hintromajiEnglishがくせいであるいじょう、アルバイトではなくべんきょうがだいじですよ。gakusei de aru ijou, arubaito dewa naku benkyou ga daiji desu yo.Because you are a student, your studies are more important than your part-time job.",https://jlptsensei.com/learn-japanese-grammar/%e4%bb%a5%e4%b8%8a%e3%81%af-ijou-wa-meaning/
ikinari,いきなり,Learn Japanese grammar: 行き成り 【】 (ikinari). Meaning: abruptly; suddenly; all of a sudden; without warning. This is often written in hiragana form.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>いきなり</td><td>action</td></tr></tbody></table>",Example #1いきなり男の人に道を聞かれた。hintromajiEnglishいきなりおとこのひとにみちをきかれた。ikinari otoko no hito ni michi o kikareta.A man suddenly asked me for directions.,Example #2いきなりあなたにメールを送ってしまい申し訳ありません。hintromajiEnglishいきなりあなたにメールをおくってしまいもうしわけありません。ikinari anata ni meeru o okutte shimai moushiwake arimasen.I'm sorry for sending you an email suddenly.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%84%e3%81%8d%e3%81%aa%e3%82%8a-ikinari-meaning/
ikki ni,一気に（いっきに）,in one go; without stopping; all at once; immediately; instantly; right away ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e4%b8%80%e6%b0%97%e3%81%ab-%e3%81%84%e3%81%a3%e3%81%8d%e3%81%ab-ikki-ni-meaning/
ippou de,一方で（いっぽうで）,"Learn Japanese grammar: 【いっぽうで】(ippou de). Meaning: on one hand, on the other hand; although ~ (conjunction). The で is optional, but when left out it...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">一方（で）</td></tr><tr><td>Noun + である</td></tr><tr><td>な-adjective + である</td></tr><tr><td>い-adjective</td></tr></tbody></table>","Example #1お母さんは優しい一方で、お父さんはこわい。hintromajiEnglishおかあさんはやさしいいっぽうで、おとうさんはこわい。okaasan wa yasashii ippou de, otousan wa kowai.My mother is kind, but on the other hand my father is scary.","Example #2父は自分に厳しい一方で、他人には優しい。hintromajiEnglishちちはじぶんにきびしいいっぽうで、たにんにはやさしい。chichi wa jibun ni kibishii ippou de, ta’nin niwa yasashii.My father is very strict with himself but very kind to others.",https://jlptsensei.com/learn-japanese-grammar/%e4%b8%80%e6%96%b9%e3%81%a7-ippou-de-meaning/
iwayuru,いわゆる,Learn Japanese grammar: (iwayuru). Meaning: what is called; as it is called; the so-called; so to speak​.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>いわゆる</td><td>Noun</td></tr></tbody></table>",Example #1彼はいわゆる語学の天才だ。hintromajiEnglishかれはいわゆるごがくのてんさいだ。kare wa iwayuru gogaku no tensai da.He is what is called a genius in language.,Example #2彼女はいわゆる本の虫です。hintromajiEnglishかのじょはいわゆるほんのむしです。kanojo wa iwayuru hon no mushi desu.She is what we call a bookworm.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%84%e3%82%8f%e3%82%86%e3%82%8b-iwayuru-meaning/
